Company,Peak Date,Peak Price,Status,Category,Sector,Industry,Market Cap (Cr),Market Cap Category
LODHA,2021-09-23,553.22,New ATH,0,Real Estate,Real Estate Development,123593.0,Large Cap
MAXHEALTH,2021-09-16,397.65,New ATH,0,Healthcare,Hospitals & Healthcare Services,122938.0,Large Cap
SIEMENS,2021-09-01,2285.55,New ATH,0,Capital Goods,Electrical Equipment & Power Distribution,109379.0,Large Cap
APOLLOHOSP,2021-09-23,5084.2,New ATH,0,Healthcare,Hospitals & Healthcare Services,107120.0,Large Cap
TATACONSUM,2021-09-13,882.1,New ATH,0,Consumer Goods,FMCG – Household & Personal Care,106187.0,Large Cap
INDHOTEL,2021-09-27,183.61,New ATH,0,Consumer Services,Hotels & Resorts,106031.0,Large Cap
POLYCAB,2021-09-17,2505.75,New ATH,0,Capital Goods,Electrical Cables & Wires,104323.0,Large Cap
CGPOWER,2021-09-30,122.95,New ATH,0,Capital Goods,Power Equipment & Electricals,103975.0,Large Cap
HAVELLS,2021-09-17,1471.9,New ATH,0,Capital Goods,Electrical Equipment,95797.0,Large Cap
DABUR,2021-09-17,653.95,New ATH,0,Consumer Goods,FMCG – Personal Care,92587.0,Large Cap
JSWENERGY,2021-09-30,389.9,New ATH,0,Energy,Power Generation,92020.0,Large Cap
SRF,2021-09-16,2264.95,New ATH,0,Chemicals,Specialty Chemicals,91492.0,Large Cap
MARICO,2021-09-13,575.6,New ATH,0,Consumer Goods,FMCG – Household & Personal Care,91244.0,Large Cap
NAUKRI,2021-09-16,1371.64,New ATH,0,Technology,Internet & IT Services,90424.0,Large Cap
ICICIPRULI,2021-09-08,717.15,New ATH,0,Financial Services,Insurance – Life,89549.0,Large Cap
OFSS,2021-09-15,4866.85,New ATH,0,Technology,IT Software & Services,74476.0,Large Cap
OIL,2021-09-30,173.47,New ATH,0,Energy,Oil & Gas Refining & Marketing,72352.0,Large Cap
PRESTIGE,2021-09-27,494.6,New ATH,0,Real Estate,Real Estate Development,69985.0,Large Cap
TORNTPOWER,2021-09-29,516.4,New ATH,0,Utilities,Power Generation & Distribution,67347.0,Large Cap
PIIND,2021-09-14,3497.6,New ATH,0,Chemicals,Specialty Chemicals,65606.0,Large Cap
GODREJPROP,2021-09-30,2311.9,New ATH,0,Consumer Goods,Real Estate Developers,64139.0,Large Cap
SCHAEFFLER,2021-09-30,1511.71,New ATH,0,Capital Goods,Auto Components & Systems,63589.0,Large Cap
ALKEM,2021-09-24,4003.1,New ATH,0,Healthcare,Pharmaceuticals,60973.0,Large Cap
OBEROIRLTY,2021-09-30,964.2,New ATH,0,Real Estate,Real Estate Development,59922.0,Large Cap
IRCTC,2021-09-28,773.12,New ATH,0,Consumer Services,Travel & Leisure,58892.0,Large Cap
COFORGE,2021-09-23,1130.55,New ATH,0,Technology,IT Services & Consultancy,58525.0,Large Cap
LINDEINDIA,2021-09-22,2832.0,New ATH,0,Chemicals,Industrial Gases,56434.0,Large Cap
SUPREMEIND,2021-09-30,2334.55,New ATH,0,Materials,Cement & Cement Products,54357.0,Large Cap
PHOENIXLTD,2021-09-27,491.23,New ATH,0,Healthcare,Pharmaceutical Distribution,53693.0,Large Cap
MPHASIS,2021-09-24,3342.35,New ATH,0,Technology,IT Services,53395.0,Large Cap
BALKRISIND,2021-09-22,2692.2,New ATH,0,Capital Goods,Cement & Construction Products,53338.0,Large Cap
UBL,2021-09-23,1654.35,New ATH,0,Financial Services,Banks – Private,51596.0,Large Cap
JKCEMENT,2021-09-06,3558.5,New ATH,0,Materials,Cement & Cement Products,51097.0,Large Cap
LTTS,2021-09-24,4848.5,New ATH,0,Technology,IT Services,45673.0,Large Cap
CONCOR,2021-09-09,742.95,New ATH,0,Transportation,Railway Infrastructure & Services,44566.0,Large Cap
VOLTAS,2021-09-17,1254.15,New ATH,0,Capital Goods,Electric Goods & Equipment,44206.0,Large Cap
APLAPOLLO,2021-09-16,956.15,New ATH,0,Healthcare,Hospitals & Diagnostics,43469.0,Large Cap
JUBLFOOD,2021-09-23,836.23,New ATH,0,Consumer Goods,FMCG – Food & Beverages,43286.0,Large Cap
360ONE,2021-09-13,422.71,New ATH,0,Financial Services,Small Finance Bank,42857.0,Large Cap
KPRMILL,2021-09-27,473.3,New ATH,0,Materials,Textiles – Technical Products,40279.0,Large Cap
NH,2021-09-23,553.3,New ATH,0,Power,Power Generation,39601.0,Large Cap
IPCALAB,2021-09-14,1318.75,New ATH,0,Healthcare,Pharmaceuticals,38804.0,Large Cap
ESCORTS,2021-09-22,1520.15,New ATH,0,Automobile & Auto Components,Farm & Construction Equipment,38370.0,Large Cap
TATAELXSI,2021-09-24,5866.95,New ATH,0,Technology,IT Services & Embedded Systems,38000.0,Large Cap
KEI,2021-09-24,979.2,New ATH,0,Capital Goods,Cables & Wires,37279.0,Large Cap
KPITTECH,2021-09-24,369.25,New ATH,0,Technology,IT Services,34775.0,Large Cap
ACC,2021-09-07,2483.5,New ATH,0,Cement,Cement & Cement Products,34012.0,Large Cap
ASTERDM,2021-09-14,233.85,New ATH,0,Pharmaceuticals,Pharmaceuticals,30712.0,Large Cap
SONACOMS,2021-09-16,585.35,New ATH,0,Capital Goods,Auto Components,28680.0,Large Cap
IGL,2021-09-13,295.73,New ATH,0,Gas Distribution,Gas Distribution,28444.0,Large Cap
JBCHEPHARM,2021-09-28,978.6,New ATH,0,Pharmaceuticals,Pharmaceuticals,27865.0,Large Cap
NAVINFLUOR,2021-09-06,4140.1,New ATH,0,Materials,Chemicals,26570.0,Large Cap
LALPATHLAB,2021-09-15,4208.6,New ATH,0,Healthcare,Diagnostics & Research,25963.0,Large Cap
DEEPAKNTR,2021-09-24,2485.95,New ATH,0,Chemicals,Specialty Chemicals,25759.0,Large Cap
TATACHEM,2021-09-29,933.1,New ATH,0,Materials,Chemicals,25510.0,Large Cap
SKFINDIA,2021-09-15,3234.65,New ATH,0,Industrials,Industrial Machinery,24254.0,Large Cap
BRIGADE,2021-09-27,422.1,New ATH,0,Real Estate,Real Estate Development,24130.0,Large Cap
PFIZER,2021-09-09,6102.75,New ATH,0,Healthcare,Pharmaceuticals,24066.0,Large Cap
CHAMBLFERT,2021-09-24,341.15,New ATH,0,Materials,Fertilizers & Chemicals,21563.0,Large Cap
SUNDRMFAST,2021-09-16,937.45,New ATH,0,Industrials,Industrial Machinery,21114.0,Large Cap
CROMPTON,2021-09-09,492.2,New ATH,0,Consumer Discretionary,Household Appliances,20870.0,Large Cap
DEVYANI,2021-09-03,126.9,New ATH,0,Consumer Discretionary,Food & Beverage Retail,20309.0,Large Cap
HATSUN,2021-09-14,1437.11,New ATH,0,Consumer Staples,Dairy Products,20197.0,Large Cap
ANANTRAJ,2021-09-29,77.6,New ATH,0,Industrials,Engineering & Construction,19902.0,Mid Cap
ATUL,2021-09-14,9850.25,New ATH,0,Materials,Chemicals,19828.0,Mid Cap
TRITURBINE,2021-09-30,159.45,New ATH,0,Industrials,Power Equipment,19381.0,Mid Cap
CAMS,2021-09-01,3960.45,New ATH,0,Financial Services,Mutual Funds,19243.0,Mid Cap
RATNAMANI,2021-09-28,1466.33,New ATH,0,Industrials,Engineering & Construction,18839.0,Mid Cap
KAJARIACER,2021-09-24,1242.15,New ATH,0,Materials,Ceramics & Sanitaryware,18619.0,Mid Cap
ECLERX,2021-09-17,1607.07,New ATH,0,Technology,IT Services,18552.0,Mid Cap
ZENSARTECH,2021-09-15,579.3,New ATH,0,Technology,IT Services,18402.0,Mid Cap
CARBORUNIV,2021-09-14,928.15,New ATH,0,Materials,Chemicals,18182.0,Mid Cap
GRINDWELL,2021-09-13,1484.4,New ATH,0,Materials,Ceramics,17354.0,Mid Cap
SOBHA,2021-09-06,817.9,New ATH,0,Real Estate,Real Estate Development,16946.0,Mid Cap
APTUS,2021-09-01,377.7,New ATH,0,Technology,IT Services,16741.0,Mid Cap
CRAFTSMAN,2021-09-23,2140.4,New ATH,0,Industrials,Auto Components,16357.0,Mid Cap
CAPLIPOINT,2021-09-13,956.0,New ATH,0,Technology,IT Services,16311.0,Mid Cap
CENTURYPLY,2021-09-30,472.65,New ATH,0,Materials,Plywood & Veneer,16292.0,Mid Cap
TRIDENT,2021-09-30,28.0,New ATH,0,Consumer Discretionary,Textiles - Cotton,15635.0,Mid Cap
BLS,2021-09-17,76.21,New ATH,0,Financial Services,Non-Banking Financial Company (NBFC),15533.0,Mid Cap
BLS,2021-09-17,76.21,New ATH,0,Financial Services,Non-Banking Financial Company (NBFC),15533.0,Mid Cap
NUVOCO,2021-09-06,567.4,New ATH,0,Materials,Cement & Cement Products,15183.0,Mid Cap
KSB,2021-09-22,254.92,New ATH,0,Industrials,Engineering - Industrial Equipment,14889.0,Mid Cap
BLUEDART,2021-09-30,6506.9,New ATH,0,Industrials,Express Logistics,14632.0,Mid Cap
GRAVITA,2021-09-15,211.9,New ATH,0,Materials,Mining & Minerals,14009.0,Mid Cap
ZENTEC,2021-09-14,226.1,New ATH,0,Technology,IT Services,13777.0,Mid Cap
CYIENT,2021-09-17,1113.7,New ATH,0,Technology,IT Services,13600.0,Mid Cap
ACE,2021-09-13,278.2,New ATH,0,Industrials,Industrial Machinery,13543.0,Mid Cap
VTL,2021-09-07,397.95,New ATH,0,Healthcare,Pharmaceuticals,13257.0,Mid Cap
CLEAN,2021-09-22,2122.6,New ATH,0,Industrials,Waste Management,13246.0,Mid Cap
FINPIPE,2021-09-30,208.8,New ATH,0,Industrials,                Pipes & Fittings,13204.0,Mid Cap
ZYDUSWELL,2021-09-21,2418.0,New ATH,0,Healthcare,                Pharmaceuticals,13074.0,Mid Cap
ELECON,2021-09-08,90.2,New ATH,0,Industrials,Engineering - Heavy Electrical Equipment,12996.0,Mid Cap
JUBLINGREA,2021-09-16,777.9,New ATH,0,Real Estate,                Real Estate Services,12919.0,Mid Cap
WELSPUNLIV,2021-09-30,169.3,New ATH,0,Consumer Discretionary,Textiles - Cotton,12909.0,Mid Cap
IEX,2021-09-30,215.32,New ATH,0,Utilities,Power Exchange,12131.0,Mid Cap
GRINFRA,2021-09-22,1948.05,New ATH,0,Industrials,Infrastructure Developers & Operators,12004.0,Mid Cap
NAZARA,2021-09-28,1159.47,New ATH,0,Communication Services,    Gaming & Media,11915.0,Mid Cap
WESTLIFE,2021-09-27,587.15,New ATH,0,Consumer Discretionary,    Restaurants & QSR,11710.0,Mid Cap
OLECTRA,2021-09-22,426.45,New ATH,0,Industrials,                Electric Vehicles,11655.0,Mid Cap
SONATSOFTW,2021-09-24,352.16,New ATH,0,Information Technology,    IT Services - Products,11608.0,Mid Cap
BSOFT,2021-09-24,444.8,New ATH,0,Information Technology,    IT Services,11530.0,Mid Cap
USHAMART,2021-09-30,85.75,New ATH,0,Industrials,                Industrial Machinery,11522.0,Mid Cap
JKLAKSHMI,2021-09-14,736.3,New ATH,0,Materials,                Cement & Building Materials,11348.0,Mid Cap
RKFORGE,2021-09-30,216.51,New ATH,0,Industrials,                Auto Ancillaries,10832.0,Mid Cap
METROPOLIS,2021-09-16,3199.2,New ATH,0,Healthcare,Diagnostics & Labs,10461.0,Mid Cap
TEJASNET,2021-09-30,492.9,New ATH,0,Information Technology,Telecom Equipment,10380.0,Mid Cap
RHIM,2021-09-14,400.45,New ATH,0,Materials,                Specialty Materials,10194.0,Mid Cap
PRIVISCL,2021-09-16,1930.7,New ATH,0,Financials,Investment Services,10032.0,Mid Cap
SAFARI,2021-09-28,439.12,New ATH,0,Consumer Discretionary,    Luggage & Travel Gear,9950.0,Mid Cap
GALAXYSURF,2021-09-14,3515.35,New ATH,0,Materials,Chemicals - Specialty,9521.0,Mid Cap
SAREGAMA,2021-09-15,407.63,New ATH,0,Communication Services,    Media & Entertainment,9324.0,Mid Cap
ASTRAMICRO,2021-09-30,204.9,New ATH,0,Information Technology,    Defense Electronics,9182.0,Mid Cap
CERA,2021-09-29,5452.75,New ATH,0,Industrials,Building Products - Sanitaryware,8471.0,Mid Cap
ESABINDIA,2021-09-17,2269.8,New ATH,0,Industrials,Electrical Equipment,8329.0,Mid Cap
PNCINFRA,2021-09-30,382.85,New ATH,0,Industrials,Construction & Infrastructure,8098.0,Mid Cap
TDPOWERSYS,2021-09-02,70.11,New ATH,0,Industrials,Electrical Equipment & Components,8063.0,Mid Cap
DODLA,2021-09-17,636.4,New ATH,0,Consumer Staples,Dairy Products,7814.0,Mid Cap
MAHLIFE,2021-09-24,285.6,New ATH,0,Financial Services,Insurance,7736.0,Mid Cap
MASTEK,2021-09-23,3140.45,New ATH,0,Information Technology,IT Services,7636.0,Mid Cap
TIIL,2021-09-15,889.55,New ATH,0,Materials, Cement & Construction Materials,7561.0,Mid Cap
SURYAROSNI,2021-09-27,198.0,New ATH,0,Energy, Power Generation,7322.0,Mid Cap
BAJAJELEC,2021-09-23,1441.42,New ATH,0,Industrials,Electrical Equipment,7249.0,Mid Cap
HGINFRA,2021-09-16,658.2,New ATH,0,Industrials,Construction & Engineering,6879.0,Mid Cap
CHEMPLASTS,2021-09-28,617.45,New ATH,0,Materials,Chemicals - Specialty,6863.0,Mid Cap
MANINFRA,2021-09-30,73.27,New ATH,0,Industrials, Infrastructure,6671.0,Mid Cap
GHCL,2021-09-30,445.45,New ATH,0,Materials, Chemicals,6076.0,Mid Cap
KNRCON,2021-09-01,332.45,New ATH,0,Industrials, Construction,5960.0,Mid Cap
REFEX,2021-09-15,32.97,New ATH,0,Capital Goods,Engineering Services,5802.0,Mid Cap
ICIL,2021-09-28,299.2,New ATH,0,Materials, Chemicals,5585.0,Mid Cap
LXCHEM,2021-09-15,598.1,New ATH,0,Chemicals,Specialty Chemicals,5508.0,Mid Cap
ANUP,2021-09-15,549.33,New ATH,0,Consumer Goods, Specialty Chemicals,5399.0,Mid Cap
INDIAGLYCO,2021-09-30,808.8,New ATH,0,Materials,Chemicals,5347.0,Mid Cap
OPTIEMUS,2021-09-21,369.55,New ATH,0,Technology,IT Services,5081.0,Mid Cap
NEOGEN,2021-09-21,1324.5,New ATH,0,Materials,Biotechnology,4078.0,Small Cap
HIKAL,2021-09-15,710.35,New ATH,0,Healthcare,Chemicals,4066.0,Small Cap
GREENPANEL,2021-09-27,317.85,New ATH,0,Consumer Cyclical   ,Home Furnishings,3923.0,Small Cap
ROSSARI,2021-09-15,1547.75,New ATH,0,Materials,Chemicals  ,3851.0,Small Cap
VISHNU,2021-09-15,153.43,New ATH,0,Financial Services,Asset Management,3799.0,Small Cap
ZOTA,2021-09-30,391.15,New ATH,0,Healthcare          ,Pharmaceuticals,3676.0,Small Cap
GLOBUSSPR,2021-09-23,1419.1,New ATH,0,Consumer Defensive  ,Beverages (Alcoholic),3655.0,Small Cap
GOLDIAM,2021-09-13,204.08,New ATH,0,Materials,Jewelry,3595.0,Small Cap
AJMERA,2021-09-08,412.15,New ATH,0,Financial Services,Real Estate Investment Trusts (REITs),3533.0,Small Cap
POLYPLEX,2021-09-15,1821.2,New ATH,0,Materials,Chemicals,3492.0,Small Cap
ALLCARGO,2021-09-30,67.26,New ATH,0,Industrials         ,Integrated Logistics & Supply Chain,3408.0,Small Cap
ARTEMISMED,2021-09-22,41.28,New ATH,0,Healthcare,Healthcare Plans,3332.0,Small Cap
RPSGVENT,2021-09-20,1081.0,New ATH,0,Consumer Cyclical   ,Diversified Retail,3296.0,Small Cap
TEAMLEASE,2021-09-16,4691.65,New ATH,0,Technology,Staffing & Outsourcing Services,3150.0,Small Cap
NOCIL,2021-09-16,307.45,New ATH,0,Chemicals,Specialty Chemicals,3104.0,Small Cap
FCL,2021-09-22,138.05,New ATH,0,Consumer Defensive  ,Food Products,3051.0,Small Cap
DEEPINDS,2021-09-22,76.68,New ATH,0,Materials           ,Chemicals & Additives,3039.0,Small Cap
POKARNA,2021-09-13,511.0,New ATH,0,Industrials,Construction Materials,2978.0,Small Cap
HLEGLAS,2021-09-23,1311.28,New ATH,0,Materials,Glass & Glass Products,2934.0,Small Cap
PAISALO,2021-09-29,45.67,New ATH,0,Financial Services  ,Specialized Finance,2831.0,Small Cap
MOLDTKPAC,2021-09-30,584.85,New ATH,0,Materials,Packaging & Containers,2812.0,Small Cap
SAKSOFT,2021-09-27,88.69,New ATH,0,Information Technology,IT Services & Consulting,2785.0,Small Cap
COSMOFIRST,2021-09-14,1037.5,New ATH,0,Financial Services, Consumer Finance,2703.0,Small Cap
THEJO,2021-09-30,1111.9,New ATH,0,Industrials,Capital Goods - Electrical Components & Equipment,2641.0,Small Cap
FILATEX,2021-09-15,56.03,New ATH,0,Materials,Textiles - Textile Products,2583.0,Small Cap
CARYSIL,2021-09-24,802.55,New ATH,0,Materials,Chemicals,2560.0,Small Cap
XPROINDIA,2021-09-30,368.3,New ATH,0,Materials           ,Packaging Materials (Plastic Films),2497.0,Small Cap
NDRAUTO,2021-09-15,105.62,New ATH,0,Consumer Discretionary,Consumer Durables & Apparel - Auto Manufacturers,2381.0,Small Cap
SASKEN,2021-09-02,1448.35,New ATH,0,Information Technology,IT Services & Consulting,2265.0,Small Cap
APCOTEXIND,2021-09-13,426.65,New ATH,0,Materials, Specialty Chemicals,2217.0,Small Cap
HINDOILEXP,2021-09-28,219.5,New ATH,0,Energy              ,Oil Exploration & Production,2186.0,Small Cap
HINDWAREAP,2021-09-14,444.3,New ATH,0,Industrials, Building Products,2175.0,Small Cap
VIDHIING,2021-09-13,386.35,New ATH,0,Industrials,Capital Goods - Industrial Machinery,2072.0,Small Cap
SEAMECLTD,2021-09-23,1222.55,New ATH,0,Materials,Building Materials - Cement,2062.0,Small Cap
JYOTISTRUC,2021-09-16,16.05,New ATH,0,Industrials          ,Engineering & Construction Services,2014.0,Small Cap
STOVEKRAFT,2021-09-29,1049.2,New ATH,0,Consumer Discretionary,Consumer Durables & Apparel - Home Appliances,1965.0,Small Cap
AMRUTANJAN,2021-09-21,849.85,New ATH,0,Consumer Staples,Household Products,1921.0,Small Cap
NELCO,2021-09-30,720.1,New ATH,0,Industrials,Auto Components,1912.0,Small Cap
APOLLOPIPE,2021-09-30,567.97,New ATH,0,Industrials, Industrial Machinery,1844.0,Small Cap
CONFIPET,2021-09-28,85.6,New ATH,0,Materials,Chemicals,1724.0,Small Cap
MMFL,2021-09-15,424.7,New ATH,0,Consumer Staples, Packaged Foods & Meats,1685.0,Small Cap
NIITLTD,2021-09-30,372.3,New ATH,0,Technology,Education Services,1585.0,Small Cap
GTPL,2021-09-30,254.25,New ATH,0,Communication Services,Media & Entertainment  ,1328.0,Small Cap
GNA,2021-09-27,474.42,New ATH,0,Industrials,Industrial Conglomerates  ,1308.0,Small Cap
AYMSYNTEX,2021-09-23,112.5,New ATH,0,Materials,Chemicals,1263.0,Small Cap
MANALIPETC,2021-09-29,123.35,New ATH,0,Consumer Cyclical,Household Products,1186.0,Small Cap
AVTNPL,2021-09-15,85.7,New ATH,0,Consumer Cyclical,Building Products & Equipment,1140.0,Small Cap
LINCOLN,2021-09-30,411.25,New ATH,0,Financial Services,Financial Services,1085.0,Small Cap
GULPOLY,2021-09-30,238.58,New ATH,0,Materials,Polymers & Plastics  ,1042.0,Small Cap
JITFINFRA,2021-09-30,197.4,New ATH,0,Financial Services,Financial Services,914.0,Small Cap
ADSL,2021-09-14,74.15,New ATH,0,Telecommunications,Telecom Services,913.0,Small Cap
JINDALPHOT,2021-09-30,126.0,New ATH,0,Industrials,Industrial Conglomerates,912.0,Small Cap
HOMEFIRST,2021-09-27,607.25,New ATH,0,Financial Services,Housing Finance,,Unknown
CANFINHOME,2021-09-30,686.8,New ATH,0,Financial Services,        Financial Services - Housing Finance,,Unknown
CANTABIL,2021-09-29,124.17,New ATH,0,Consumer Discretionary,Textiles - Apparel,,Unknown
KRISHANA,2021-09-30,97.53,New ATH,0,Agriculture,Agriculture & Allied Industries,,Unknown
WEL,2021-09-30,8.53,New ATH,0,Consumer Discretionary,Consumer Durables - Footwear & Accessories,,Unknown
UNIENTER,2021-09-08,142.4,New ATH,0,Consumer Cyclical,Commercial Services & Supplies,,Unknown
BUTTERFLY,2021-09-23,972.85,New ATH,0,Consumer Discretionary,Consumer Goods  ,,Unknown
THANGAMAYL,2021-09-15,561.55,New ATH,0,Consumer Goods,Jewellery,,Unknown
RPGLIFE,2021-09-21,712.55,New ATH,0,Healthcare,Life Sciences Tools & Services,,Unknown
MBAPL,2021-09-01,56.76,New ATH,0,Industrials         ,Defense & Aerospace Manufacturing,,Unknown
TIMKEN,2021-09-21,1826.15,New ATH,0,Industrials,Industrial Machinery,,Unknown
PGHH,2021-09-23,14269.75,New ATH,0,Consumer Goods,Luxury Goods & Personal Care,,Unknown
POWERINDIA,2021-09-30,2438.8,New ATH,0,Capital Goods,Industrial Equipment,,Unknown
NAM-INDIA,2021-09-23,443.95,New ATH,0,Industrial,Mining & Minerals,,Unknown
ABBOTINDIA,2021-09-23,21604.4,New ATH,0,Healthcare,Pharmaceuticals,,Unknown
SBILIFE,2021-09-06,1244.65,New ATH,0,Financial Services,Insurance – Life,,Unknown
ICICIGI,2021-09-21,1638.05,New ATH,0,Financial Services,Insurance – General Insurance,,Unknown
HDFCBANK,2021-09-27,1625.1,Within 5% of ATH,5,Financial Services,Banks – Private,1554423.0,Large Cap
AXISBANK,2021-09-23,812.15,Within 5% of ATH,5,Financial Services,Banks – Private,332894.0,Large Cap
TATASTEEL,2021-09-13,146.35,Within 5% of ATH,5,Metals & Mining,Steel – Flat Products,201434.0,Large Cap
HINDZINC,2021-09-13,335.4,Within 5% of ATH,5,Metals & Mining,Zinc & Zinc Products,182724.0,Large Cap
ABB,2021-09-16,1908.05,Within 5% of ATH,5,Capital Goods,Engineering & Electrical Equipment,117694.0,Large Cap
SHREECEM,2021-09-15,31040.45,Within 5% of ATH,5,Materials,Cement & Cement Products,110371.0,Large Cap
MUTHOOTFIN,2021-09-16,1553.5,Within 5% of ATH,5,Financial Services,Non-Banking Financial Company (NBFC),105715.0,Large Cap
DIXON,2021-09-30,4611.9,Within 5% of ATH,5,Consumer Goods,Consumer Electronics & Appliances,101431.0,Large Cap
BSE,2021-09-28,141.31,Within 5% of ATH,5,Financial Services,Stock Exchanges,99806.0,Large Cap
CUMMINSIND,2021-09-06,1047.3,Within 5% of ATH,5,Capital Goods,Engine & Auto Components,99290.0,Large Cap
BERGEPAINT,2021-09-24,700.08,Within 5% of ATH,5,Consumer Goods,Paints & Coatings,67033.0,Large Cap
FORTIS,2021-09-03,287.3,Within 5% of ATH,5,Healthcare,Hospitals & Healthcare Services,63620.0,Large Cap
COLPAL,2021-09-09,1735.5,Within 5% of ATH,5,Consumer Goods,FMCG – Personal Care,60846.0,Large Cap
BHARATFORG,2021-09-03,791.3,Within 5% of ATH,5,Capital Goods,Auto Components & Forgings,56826.0,Large Cap
TATACOMM,2021-09-23,1462.0,Within 5% of ATH,5,Telecommunication,Tower Infrastructure,50120.0,Large Cap
THERMAX,2021-09-15,1481.25,Within 5% of ATH,5,Capital Goods,Industrial Equipment,45721.0,Large Cap
MCX,2021-09-27,1718.25,Within 5% of ATH,5,Financial Services,Stock Exchange,39712.0,Large Cap
ASTRAL,2021-09-30,1620.3,Within 5% of ATH,5,Capital Goods,Building Products & Equipment,38434.0,Large Cap
