Company,Peak Date,Peak Price,Status,Category,Sector,Industry,Market Cap (Cr),Market Cap Category
OIL,2022-03-07,166.13,Within 5% of ATH,5,Energy,Oil & Gas Refining & Marketing,72352.0,Large Cap
PHOENIXLTD,2022-03-31,549.97,Within 5% of ATH,5,Healthcare,Pharmaceutical Distribution,53693.0,Large Cap
MPHASIS,2022-03-30,3429.0,Within 5% of ATH,5,Technology,IT Services,53395.0,Large Cap
THERMAX,2022-03-22,2077.35,Within 5% of ATH,5,Capital Goods,Industrial Equipment,45721.0,Large Cap
VOLTAS,2022-03-23,1304.85,Within 5% of ATH,5,Capital Goods,Electric Goods & Equipment,44206.0,Large Cap
ESCORTS,2022-03-02,1868.55,Within 5% of ATH,5,Automobile & Auto Components,Farm & Construction Equipment,38370.0,Large Cap
CRISIL,2022-03-30,3385.8,Within 5% of ATH,5,Financial Services,Financial Data & Analytics,38174.0,Large Cap
BLUESTARCO,2022-03-03,526.75,Within 5% of ATH,5,Capital Goods,Electrical Equipment,36079.0,Large Cap
METROBRAND,2022-03-31,612.2,Within 5% of ATH,5,Consumer Durables,Fashion & Lifestyle,33301.0,Large Cap
AMBER,2022-03-17,3698.3,Within 5% of ATH,5,Consumer Discretionary,Hotels & Resorts,27244.0,Large Cap
NAVINFLUOR,2022-03-21,4122.6,Within 5% of ATH,5,Materials,Chemicals,26570.0,Large Cap
SUNDRMFAST,2022-03-24,941.0,Within 5% of ATH,5,Industrials,Industrial Machinery,21114.0,Large Cap
ATUL,2022-03-29,10434.4,Within 5% of ATH,5,Materials,Chemicals,19828.0,Mid Cap
GRINDWELL,2022-03-29,1865.15,Within 5% of ATH,5,Materials,Ceramics,17354.0,Mid Cap
APTUS,2022-03-17,382.2,Within 5% of ATH,5,Technology,IT Services,16741.0,Mid Cap
FINEORG,2022-03-02,4251.95,Within 5% of ATH,5,Materials,Chemicals,16178.0,Mid Cap
KSB,2022-03-31,263.89,Within 5% of ATH,5,Industrials,Engineering - Industrial Equipment,14889.0,Mid Cap
VTL,2022-03-14,555.98,Within 5% of ATH,5,Healthcare,Pharmaceuticals,13257.0,Mid Cap
SAFARI,2022-03-31,487.25,Within 5% of ATH,5,Consumer Discretionary,    Luggage & Travel Gear,9950.0,Mid Cap
ABFRL,2022-03-29,303.35,Within 5% of ATH,5,Consumer Goods,Apparel & Accessories,9109.0,Mid Cap
ESABINDIA,2022-03-14,3380.65,Within 5% of ATH,5,Industrials,Electrical Equipment,8329.0,Mid Cap
GSFC,2022-03-29,163.85,Within 5% of ATH,5,Materials,Chemicals - Fertilizers,8272.0,Mid Cap
MASTEK,2022-03-31,3321.8,Within 5% of ATH,5,Information Technology,IT Services,7636.0,Mid Cap
IONEXCHANG,2022-03-10,183.21,Within 5% of ATH,5,Industrials,Chemicals - Water Treatment,6995.0,Mid Cap
ICRA,2022-03-31,4234.2,Within 5% of ATH,5,Financials, Financial Services,6346.0,Mid Cap
GREENLAM,2022-03-11,189.7,Within 5% of ATH,5,Consumer Goods, Wood Products,6103.0,Mid Cap
INDIAGLYCO,2022-03-31,1010.2,Within 5% of ATH,5,Materials,Chemicals,5347.0,Mid Cap
PRICOLLTD,2022-03-31,130.15,Within 5% of ATH,5,Consumer Goods,Consumer Goods,5342.0,Mid Cap
UFLEX,2022-03-21,610.15,Within 5% of ATH,5,Consumer Durables,Packaging,4305.0,Small Cap
IMFA,2022-03-29,457.45,Within 5% of ATH,5,Basic Materials,Chemicals,3980.0,Small Cap
POCL,2022-03-31,30.65,Within 5% of ATH,5,Materials           ,Specialty Chemicals & Metal Oxides,3389.0,Small Cap
TCPLPACK,2022-03-11,766.65,Within 5% of ATH,5,Consumer Defensive,Packaging & Containers,3327.0,Small Cap
JTLIND,2022-03-25,62.58,Within 5% of ATH,5,Industrials         ,Steel Products,2792.0,Small Cap
COSMOFIRST,2022-03-21,1171.8,Within 5% of ATH,5,Financial Services, Consumer Finance,2703.0,Small Cap
ORIENTHOT,2022-03-29,64.4,Within 5% of ATH,5,Consumer Cyclical   ,Hotels & Hospitality,2576.0,Small Cap
CARYSIL,2022-03-29,859.9,Within 5% of ATH,5,Materials,Chemicals,2560.0,Small Cap
JINDALPOLY,2022-03-16,1278.5,Within 5% of ATH,5,Consumer Cyclical   ,Packaging Materials,2552.0,Small Cap
HINDOILEXP,2022-03-30,225.35,Within 5% of ATH,5,Energy              ,Oil Exploration & Production,2186.0,Small Cap
VIDHIING,2022-03-22,426.2,Within 5% of ATH,5,Industrials,Capital Goods - Industrial Machinery,2072.0,Small Cap
RAJRATAN,2022-03-16,575.3,Within 5% of ATH,5,Materials,Metals & Mining,1990.0,Small Cap
MMFL,2022-03-22,446.42,Within 5% of ATH,5,Consumer Staples, Packaged Foods & Meats,1685.0,Small Cap
DCMSRIND,2022-03-14,105.25,Within 5% of ATH,5,Materials,        Chemicals,1462.0,Small Cap
STEELXIND,2022-03-14,25.45,Within 5% of ATH,5,Materials,Steel,1329.0,Small Cap
DSSL,2022-03-14,233.75,Within 5% of ATH,5,Industrials,Industrial Conglomerates  ,1306.0,Small Cap
CHEMFAB,2022-03-31,250.35,Within 5% of ATH,5,Materials,Chemicals  ,1119.0,Small Cap
ANDHRSUGAR,2022-03-14,158.0,Within 5% of ATH,5,Consumer Defensive,Food Products,1058.0,Small Cap
UNIENTER,2022-03-24,143.85,Within 5% of ATH,5,Consumer Cyclical,Commercial Services & Supplies,,Unknown
CANTABIL,2022-03-31,184.17,Within 5% of ATH,5,Consumer Discretionary,Textiles - Apparel,,Unknown
AUTOAXLES,2022-03-31,1714.2,Within 5% of ATH,5,Consumer Discretionary,Auto Components - Axles & Drivetrain,,Unknown
BUTTERFLY,2022-03-24,1389.95,Within 5% of ATH,5,Consumer Discretionary,Consumer Goods  ,,Unknown
PGHH,2022-03-02,15599.6,Within 5% of ATH,5,Consumer Goods,Luxury Goods & Personal Care,,Unknown
PAGEIND,2022-03-31,43189.35,Within 5% of ATH,5,Consumer Goods,Fashion Retail,,Unknown
TCS,2022-03-24,3749.85,Within 10% of ATH,10,Technology,IT Services,1104819.0,Large Cap
SBIN,2022-03-17,501.9,Within 10% of ATH,10,Financial Services,Banks – Public,739972.0,Large Cap
BAJFINANCE,2022-03-31,725.99,Within 10% of ATH,10,Financial Services,NBFC – Consumer Finance,549871.0,Large Cap
AXISBANK,2022-03-31,761.15,Within 10% of ATH,10,Financial Services,Banks – Private,332894.0,Large Cap
HINDZINC,2022-03-02,351.75,Within 10% of ATH,10,Metals & Mining,Zinc & Zinc Products,182724.0,Large Cap
BAJAJHLDNG,2022-03-02,5101.7,Within 10% of ATH,10,Financial Services,Financial Holdings & Investments,156463.0,Large Cap
PIDILITIND,2022-03-17,2510.4,Within 10% of ATH,10,Consumer Goods,FMCG – Household & Personal Care,146197.0,Large Cap
TATAPOWER,2022-03-30,241.7,Within 10% of ATH,10,Utilities,Power Generation & Distribution,128245.0,Large Cap
ABB,2022-03-16,2190.95,Within 10% of ATH,10,Capital Goods,Engineering & Electrical Equipment,117694.0,Large Cap
SIEMENS,2022-03-17,2380.95,Within 10% of ATH,10,Capital Goods,Electrical Equipment & Power Distribution,109379.0,Large Cap
POLYCAB,2022-03-25,2446.9,Within 10% of ATH,10,Capital Goods,Electrical Cables & Wires,104323.0,Large Cap
CGPOWER,2022-03-30,190.05,Within 10% of ATH,10,Capital Goods,Power Equipment & Electricals,103975.0,Large Cap
PRESTIGE,2022-03-31,493.8,Within 10% of ATH,10,Real Estate,Real Estate Development,69985.0,Large Cap
FORTIS,2022-03-31,290.4,Within 10% of ATH,10,Healthcare,Hospitals & Healthcare Services,63620.0,Large Cap
ALKEM,2022-03-30,3667.9,Within 10% of ATH,10,Healthcare,Pharmaceuticals,60973.0,Large Cap
OBEROIRLTY,2022-03-28,943.45,Within 10% of ATH,10,Real Estate,Real Estate Development,59922.0,Large Cap
UPL,2022-03-24,799.1,Within 10% of ATH,10,Chemicals,Agrochemicals,59163.0,Large Cap
GLAXO,2022-03-29,1696.1,Within 10% of ATH,10,Healthcare,Pharmaceuticals,54159.0,Large Cap
CONCOR,2022-03-25,689.8,Within 10% of ATH,10,Transportation,Railway Infrastructure & Services,44566.0,Large Cap
360ONE,2022-03-31,417.23,Within 10% of ATH,10,Financial Services,Small Finance Bank,42857.0,Large Cap
POONAWALLA,2022-03-30,272.3,Within 10% of ATH,10,Consumer Goods,Consumer Foods,32247.0,Large Cap
CDSL,2022-03-14,786.53,Within 10% of ATH,10,Financial Services,Depositories & Registrars,31618.0,Large Cap
KIMS,2022-03-30,280.97,Within 10% of ATH,10,Healthcare,Hospitals,30028.0,Large Cap
SYNGENE,2022-03-23,604.55,Within 10% of ATH,10,Pharmaceuticals,Pharmaceuticals,29094.0,Large Cap
DCMSHRIRAM,2022-03-31,1130.1,Within 10% of ATH,10,Industrials,Cement,22214.0,Large Cap
ANANDRATHI,2022-03-30,303.25,Within 10% of ATH,10,Financial Services,Brokerage & Stock Broking,22178.0,Large Cap
CHAMBLFERT,2022-03-22,436.25,Within 10% of ATH,10,Materials,Fertilizers & Chemicals,21563.0,Large Cap
DEVYANI,2022-03-31,175.25,Within 10% of ATH,10,Consumer Discretionary,Food & Beverage Retail,20311.0,Large Cap
DEEPAKFERT,2022-03-04,598.65,Within 10% of ATH,10,Materials,Chemicals,19750.0,Mid Cap
TRITURBINE,2022-03-24,203.2,Within 10% of ATH,10,Industrials,Power Equipment,19381.0,Mid Cap
VINATIORGA,2022-03-29,2035.4,Within 10% of ATH,10,Healthcare,Pharmaceuticals,19233.0,Mid Cap
LMW,2022-03-22,10593.75,Within 10% of ATH,10,Consumer Durables,Textiles,16180.0,Mid Cap
BLUEDART,2022-03-31,6862.25,Within 10% of ATH,10,Industrials,Express Logistics,14632.0,Mid Cap
GRAVITA,2022-03-24,362.65,Within 10% of ATH,10,Materials,Mining & Minerals,14009.0,Mid Cap
MINDACORP,2022-03-25,207.85,Within 10% of ATH,10,Industrials,Auto Components,12095.0,Mid Cap
SHARDACROP,2022-03-31,615.0,Within 10% of ATH,10,Consumer Goods, Agro Chemicals,10135.0,Mid Cap
SAREGAMA,2022-03-14,472.05,Within 10% of ATH,10,Communication Services,    Media & Entertainment,9324.0,Mid Cap
PRAJIND,2022-03-31,398.45,Within 10% of ATH,10,Industrials,Industrial Machinery,8643.0,Mid Cap
AGI,2022-03-16,318.6,Within 10% of ATH,10,Capital Goods,Industrial Machinery,6177.0,Mid Cap
KNRCON,2022-03-03,313.55,Within 10% of ATH,10,Industrials, Construction,5960.0,Mid Cap
PDSL,2022-03-21,359.86,Within 10% of ATH,10,Industrials, Logistics,5054.0,Mid Cap
GOKULAGRO,2022-03-31,73.23,Within 10% of ATH,10,Basic Materials,Agricultural Inputs,4552.0,Small Cap
MANGCHEFER,2022-03-29,88.7,Within 10% of ATH,10,Materials           ,Specialty Chemicals,4173.0,Small Cap
NEOGEN,2022-03-31,1744.4,Within 10% of ATH,10,Materials,Biotechnology,4078.0,Small Cap
GUFICBIO,2022-03-23,252.15,Within 10% of ATH,10,Healthcare,Pharmaceuticals,4057.0,Small Cap
DPABHUSHAN,2022-03-22,404.25,Within 10% of ATH,10,Consumer Cyclical,Distributors,3774.0,Small Cap
GLOBUSSPR,2022-03-28,1590.3,Within 10% of ATH,10,Consumer Defensive  ,Beverages (Alcoholic),3655.0,Small Cap
JASH,2022-03-21,108.78,Within 10% of ATH,10,Consumer Cyclical,Home Improvement Retail,3613.0,Small Cap
ARTEMISMED,2022-03-31,45.9,Within 10% of ATH,10,Healthcare,Healthcare Plans,3332.0,Small Cap
POKARNA,2022-03-30,751.95,Within 10% of ATH,10,Industrials,Construction Materials,2978.0,Small Cap
FILATEX,2022-03-25,64.28,Within 10% of ATH,10,Materials,Textiles - Textile Products,2583.0,Small Cap
MUKANDLTD,2022-03-29,147.0,Within 10% of ATH,10,Industrials,        Metal Fabrication,2133.0,Small Cap
WENDT,2022-03-17,5191.7,Within 10% of ATH,10,Materials, Metal Fabrication,1968.0,Small Cap
EXPLEOSOL,2022-03-30,1680.9,Within 10% of ATH,10,Materials,Chemicals  ,1911.0,Small Cap
EXCELINDUS,2022-03-15,1694.5,Within 10% of ATH,10,Industrials,Industrial Machinery  ,1750.0,Small Cap
ARMANFIN,2022-03-30,1008.8,Within 10% of ATH,10,Financial Services,Capital Markets,1716.0,Small Cap
HESTERBIO,2022-03-31,2713.45,Within 10% of ATH,10,Materials,        Chemicals,1602.0,Small Cap
ESTER,2022-03-31,142.95,Within 10% of ATH,10,Materials,Chemicals,1205.0,Small Cap
GULPOLY,2022-03-22,326.71,Within 10% of ATH,10,Materials,Polymers & Plastics  ,1042.0,Small Cap
THEMISMED,2022-03-03,102.8,Within 10% of ATH,10,Health Care,Health Care Equipment & Supplies  ,1014.0,Small Cap
ROSSELLIND,2022-03-31,195.15,Within 10% of ATH,10,Healthcare,Pharmaceuticals  ,248.0,Small Cap
PPL,2022-03-16,171.15,Within 10% of ATH,10,Energy,Pipelines,,Unknown
MAGADSUGAR,2022-03-14,351.65,Within 10% of ATH,10,Consumer Defensive,Food Products,,Unknown
E2E,2022-03-31,120.0,Within 10% of ATH,10,IT Services,IT Consulting & Services,,Unknown
VOLTAMP,2022-03-22,2040.1,Within 10% of ATH,10,Industrials,Electrical Components & Equipment,,Unknown
